NO_REGIAO,NO_UF,NO_MUNICIPIO,NO_ENTIDADE,IN_INTERNET_ALUNOS,QT_TABLET_ALUNO,IN_LABORATORIO_INFORMATICA,IN_BIBLIOTECA,IN_ALIMENTACAO,IN_REFEITORIO,IN_AGUA_POTAVEL,IN_ENERGIA_REDE_PUBLICA,IN_ESGOTO_REDE_PUBLICA,IN_BANHEIRO,IN_QUADRA_ESPORTES
Sudeste,São Paulo,Itapeva,ANTONIO MAISANO PROF EM,Sim,1.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,HILDA FRIDA GHERING GEMINIANI PROFA EM,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Itapeva,MARIA DE LOURDES RIBEIRO EM,Sim,14.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,DARCY DE MOURA BRAATZ MUZEL PROFA CRECHE,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,NEWTON DE MOURA MUZEL EM PROF,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,SILVIO MARIA DARIO DOM EM,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,JALILE ABDALLA BUHRER PROFA EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,ELZA DE SOUZA BARROS PROFA EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,JOSE LUCIO MARTINS PROF EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,ZELINA GUIMARAES PROFA EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,CENTRO DE APOIO PEDAGOGICO MULTIDISCIPLINAR CEAPEM,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,RECANTO DA CRIANCA E ADOLESCENTE DA PAROQUIA SANTANNA RECRIA,Sim,1.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,ASSOCIACAO E CENTROS DE DESENVOLVIMENTO DA CRIANCA,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,MARLENE MARCHETTI GABRIEL VAZ EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,LILIANE ANGELICA LEONEL MOREIRA PROFA EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,ESPERANCA PROJETO,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,CEL JTO A EE PROF ZULMIRA DE OLIVEIRA,Sim,0.0,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,NEUSA MARIA DA SILVEIRA CAMARGO EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,HUGO BELEZIA PROF ESCOLA MUNICIPAL DE FORMACAO MUSICAL,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,FLAVIA ELSIE FERRARI LIMA PROFA EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,CASA DO ADOLESCENTE,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,ANTONIO CARVALHO FELIPPE PROF EM,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapeva,OSCAR VIEIRA MURAT PROF EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,ALFREDO LANGNER FILHO PROF EMEI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,CENTRO DE ESTUDOS E APERFEICOAMENTO PROFISSIONAL DE ITAPEVA,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapeva,AGROVILA I,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Itapevi,ESCOLA DO FUTURO EDUCACAO DE TEMPO INTEGRAL PADRE GIOVANNI CORNARO,Não,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ETEC DE ITAPEVI,Sim,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,JOSE CHALUPPE,Sim,5.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,CELINA DE BARROS BAIRAO PROFESSORA,Não,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,AMERICO VALENTIN CHRISTIANINI,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,NACIF AMIN CHALUPE,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,RAUL BRIQUET DOUTOR,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,CLARO CAMARGO RIBEIRO,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Itapevi,DIMARAES ANTONIO SANDEI PROFESSOR,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,CANDIDO RONDON MARECHAL,Sim,1.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,JOSE NEYDE CESAR LESSA DOUTOR,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,JOSE THEOTONIO DOS SANTOS PROFESSOR,Sim,4.0,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Itapevi,JOAO NASCIF CHALUPP,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,IRACEMA RAUEN MACIEL PROFESSORA,Sim,3.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ELIZA DE OLIVEIRA RIBEIRO,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,MARY MALLET CYRINO PROFESSORA,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ROMEO MECCA PADRE,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,JOSSEI TODA PROFESSOR CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,JECIA PINHEIRO IRMA ESCOLA,Sim,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Itapevi,PORTO MARCHESANO COLEGIO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,BATISTA DE ITAPEVI ESCOLA,Não,0.0,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,LUZ DO AMANHA ESCOLA DE EDUCACAO ESPECIAL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Itapevi,JOSE SERGIO PEREIRA PROFESSOR,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ALCANCE COLEGIO,Não,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,PAULO FREIRE PROFESSOR CENTRO MUNICIPAL DE EDUCACAO BASICA,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,CECILIA BELLI VOVO CECILIA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,EVANY CAMARGO RIBEIRO PROFESSORA CEMEB,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Itapevi,VICTOR SOARES DE CAMARGO CEMEB,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Itapevi,NEUSA MARQUES LOBATO PROFESSORA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,BEMVINDO MOREIRA NERY CEMEB,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,CARLOS DRUMMOND DE ANDRADE CEMEB,Não,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,MONTEIRO LOBATO CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,UBIRATAN JOSE CHALUPPE CEMEB VEREADOR,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim
Sudeste,São Paulo,Itapevi,CORA CORALINA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,ALICE CELESTINO IZABO RAMARI CEMEB PROFESSORA,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Itapevi,ESCOLA DO FUTURO EDUCACAO DE TEMPO INTEGRAL PROFESSOR IRANY TOLEDO MORAES,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,JOAO VALERIO DE PAULA NETO JORNALISTA CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ESCOLA DO FUTURO EDUCACAO DE TEMPO INTEGRAL TARSILA DO AMARAL,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ANTONIO FREDERICO DE CASTRO ALVES CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,RUI BARBOSA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,DORINA DE GOUVEA NOWILL CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Itapevi,FLORESTAN FERNANDES PROFESSOR CEMEB,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,ANTONIO MANOEL DE OLIVEIRA DR CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,MACHADO DE ASSIS CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Itapevi,CEMEB ANTONIO CARLOS GOMES,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,EDEVALDO CARAMEZ PROF CEMEB,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,FLORIZA NUNES DE CAMARGO DONA CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,CECILIA MEIRELES CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,MARIA ZIBINA CARVALHO PROFA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,JOSE DOS SANTOS NOVAES CEMEB,Não,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,GILBERTO DE PINHO MAESTRO CEMEB,Não,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,VINICIUS DE MORAES CEMEB,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,TANCREDO DE ALMEIDA NEVES PRESIDENTE CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ROSANA MINANI ANDRADE PROFA CEMEB,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,BENEDICTO ANTONIO DOS SANTOS PROF CEMEB,Não,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,MANOELA SANCHES CASAGRANDE SRA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,JOAO GUIMARAES ROSA CEMEB,Sim,1.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ANTONIO GONCALVES DIAS CEMEB,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,CANDIDO PORTINARI CEMEB,Não,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,MARIA RONCAGLI MICHELOTTI DONA CEMEB,Não,2.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,PAULO MARIANO DE ARRUDA PROF CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,HEITOR VILLA LOBOS MAESTRO CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,SANTA PAULA ELISABETE CERIOLI CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,MANUEL BANDEIRA CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ESCOLA DO FUTURO EDUCACAO DE TEMPO INTEGRAL GOVERNADOR ANDRE FRANCO MONTORO,Sim,0.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ROBERVAL LUIZ MENDES DA SILVA VEREADOR CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Itapevi,CEMEB DIMARAES ANTONIO SANDEI,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,MARIA ANGELA NUNES NEVES NERI PROFA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,CARLOS ALBERTO FERREIRA BRAGA BRAGUINHA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,MARIA CLARA MACHADO CENTRO MUNICIPAL DE EDUCACAO BASICA,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,ORLANDO VILLAS BOAS CENTRO MUNICIPAL DE EDUCACAO BASICA,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Itapevi,AIR FERREIRA DO NASCIMENTO PROFESSOR,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,COLEGIO FENIX,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,CEMEB PROFESSORA VIVIANE MARIA DE DAVID DE ABREU PRETA,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,MARIO TOMAZ DE OLIVEIRA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,MARCILENE LUIZA DE MELLO GAZOLLA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,ZILDA ARNS NEUMANN DRA CEMEB,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,NOVA OPCAO ESCOLA TECNICA DE ENFERMAGEM,Sim,0.0,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,ESCOLA DO FUTURO ESCOLA DE TEMPO INTEGRAL PROF MAGALI TREVIZAN PROENCA DE ALMEIDA,Sim,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,JOAO PAULO II PAPA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,ANTONIO OLIVEIRA CUNHA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,MARIA JOSE DE FARIA BIAGIONI CEMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não
Sudeste,São Paulo,Itapevi,CARLOS RAMIRO DE CASTRO PROFESSOR CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,ANTONIO RODRIGUES DA SILVA VEREADOR CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,INSTITUTO MADRE PAULA ELIZABETE CERIOLI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,EDUARDO JOAO DA SILVA CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,FRANCISCO LAECIO NOGUEIRA LINS PROFESSOR CEMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,CEMEB PROFESSORA ENEIDE APARECIDA BELI PEDRA PEREIRA,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,CEMEB EMILIA ROSSI LUIGI,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,CEMEB PROFESSORA CHRISTEL RUTH IUNG ROOSCH,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapevi,NOVA GERACAO COLEGIO,Sim,0.0,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,IGNES AMELIA OLIVEIRA MACHADO PROFESSORA,Sim,0.0,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,PAULO DE ABREU,Não,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,MARIA SOARES SANTOS PROFESSORA,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,PAULO DA COSTA PAN CHACON PROFESSOR,Sim,1.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapevi,ELIANA ANDRES DE ALMEIDA SOUZA PROFESSORA,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,CRECHE MUNICIPAL CARMELLA FARIA SARTORI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,COLEGIO AMANHECER,Sim,0.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,ESCOLA TRAVESSIA,Não,0.0,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,BAIRRO DOS PRADOS BAIRRO JOSE TONOLLI,Não,1.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,ESCOLA DE EDUCACAO INFANTIL MUNDO ENCANTADO,Sim,0.0,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não
Sudeste,São Paulo,Itapira,EMEB JOSE ROBERTO PRADO,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,CENTRO DE EDUCACAO INFANTIL DR JOSE ALBERTO DE MELLO SARTORI,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,EMEB PROFESSORA SANDRA REGINA MANARA BITTAR SANTA LUCIA,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,CENTRO DE EDUCACAO INFANTIL HARLEY MARELLA,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,EMEB ANA MARIA COLOCO,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,CENTRO DE EDUCACAO INFANTIL PROFESSORA MARIA DOROTY CASSIMIRO DE LIMA,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,FENIZIO MARCHINI PROF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,PEDRO FERREIRA CINTRA PROF,Não,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,ANTONIO CAIO,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,JULIO MESQUITA DR,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,CAETANO MUNHOZ PREFEITO,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,ELVIRA SANTOS DE OLIVEIRA DONA,Sim,1.0,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,CANDIDO DE MOURA PROF,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,MARIA LUIZA CRUZ COELHO EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,YOLANDA AVANCINI BRUNIALTI PROFA EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,MARIA AUGUSTA LEMOS BRANDAO PROFESSORA EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,DIVA MAGALHAES RAYMONTI EMEB,Não,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,MATHEUS RUIZ DOMINGUES CONEGO EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,MARIA TERESA FONSECA EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,CELITA VIEIRA MAGALHAES DA CUNHA EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,ODETE BRETAS BORETTI EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,SESI 210 CENTRO EDUCACIONAL,Sim,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,EMENTA OBJETIVO ITAPIRA COLEGIO,Sim,9.0,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,INTEGRAL APLICADO COLEGIO,Não,0.0,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,TUNEL AZUL ESCOLA DE EDUCACAO ESPECIAL APAE DE ITAPIRA,Sim,0.0,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,SENAC ITAPIRA,Sim,0.0,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,COLEGIO COC ITAPIRA,Sim,0.0,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,MARIA LICI RODRIGUES CENTRO DE EDUCACAO INFANTIL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,JOSEPHA ELISEU DA SILVA CENTRO DE EDUCACAO INFANTIL,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,NARCISO PIERONI EMEB,Não,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,HEITOR SOARES EMEB,Sim,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,VIRGOLINO DE OLIVEIRA COMENDADOR EMEB,Não,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,WILMA DE TOLEDO BARROS MUNHOZ PROFA EMEB,Sim,0.0,Não,Não,Sim,Não,Sim,Sim,Sim,Sim,Não
Sudeste,São Paulo,Itapira,GILMERY VASCONCELLOS PEREIRA ULBRICHT PROFA EMEB,Sim,0.0,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim
Sudeste,São Paulo,Itapira,JOAQUIM VIEIRA EMEB,Sim,0.0,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim
